sku_id,item_id,category,department,store_id,state_id,launch_date,first_sale_date,last_sale_date,sku_age_days,days_since_last_sale,avg_price,max_observed_price,estimated_unit_cost,estimated_gross_margin,sku_status
HOBBIES_1_084_CA_3,HOBBIES_1_084,HOBBIES,HOBBIES_1,CA_3,CA,2011-02-05,2011-02-05,2016-04-23,1905,1,4.17,4.38,3.07,1.31,Active
HOBBIES_1_084_CA_4,HOBBIES_1_084,HOBBIES,HOBBIES_1,CA_4,CA,2011-01-29,2011-01-29,2016-04-22,1912,2,4.22,4.38,3.07,1.31,Active
HOBBIES_1_084_TX_1,HOBBIES_1_084,HOBBIES,HOBBIES_1,TX_1,TX,2011-01-29,2011-01-29,2016-04-23,1912,1,4.21,4.38,3.07,1.31,Active
HOBBIES_1_084_TX_2,HOBBIES_1_084,HOBBIES,HOBBIES_1,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,4.21,4.38,3.07,1.31,Active
HOBBIES_1_084_TX_3,HOBBIES_1_084,HOBBIES,HOBBIES_1,TX_3,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,4.37,4.48,3.14,1.34,Active
HOBBIES_1_084_WI_1,HOBBIES_1_084,HOBBIES,HOBBIES_1,WI_1,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,4.22,4.38,3.07,1.31,Active
HOBBIES_1_084_WI_2,HOBBIES_1_084,HOBBIES,HOBBIES_1,WI_2,WI,2011-01-29,2011-01-29,2016-04-23,1912,1,4.39,4.78,3.35,1.43,Active
HOBBIES_1_084_WI_3,HOBBIES_1_084,HOBBIES,HOBBIES_1,WI_3,WI,2011-01-29,2011-01-29,2016-04-18,1912,6,4.22,4.38,3.07,1.31,Active
HOBBIES_1_085_CA_1,HOBBIES_1_085,HOBBIES,HOBBIES_1,CA_1,CA,2012-09-29,2012-10-02,2016-04-24,1303,0,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_CA_2,HOBBIES_1_085,HOBBIES,HOBBIES_1,CA_2,CA,2012-09-29,2012-09-30,2016-04-24,1303,0,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_CA_3,HOBBIES_1_085,HOBBIES,HOBBIES_1,CA_3,CA,2012-09-29,2012-10-01,2016-04-24,1303,0,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_CA_4,HOBBIES_1_085,HOBBIES,HOBBIES_1,CA_4,CA,2013-06-29,2013-07-05,2016-04-24,1030,0,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_TX_1,HOBBIES_1_085,HOBBIES,HOBBIES_1,TX_1,TX,2012-09-29,2012-09-30,2016-04-24,1303,0,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_TX_2,HOBBIES_1_085,HOBBIES,HOBBIES_1,TX_2,TX,2012-09-29,2012-09-30,2016-04-24,1303,0,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_TX_3,HOBBIES_1_085,HOBBIES,HOBBIES_1,TX_3,TX,2012-06-30,2012-06-30,2016-04-24,1394,0,14.76,15.28,10.7,4.58,Active
HOBBIES_1_085_WI_1,HOBBIES_1_085,HOBBIES,HOBBIES_1,WI_1,WI,2012-09-29,2012-09-30,2016-04-23,1303,1,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_WI_2,HOBBIES_1_085,HOBBIES,HOBBIES_1,WI_2,WI,2013-06-29,2013-06-29,2016-04-24,1030,0,14.72,14.72,10.3,4.42,Active
HOBBIES_1_085_WI_3,HOBBIES_1_085,HOBBIES,HOBBIES_1,WI_3,WI,2012-09-29,2012-10-01,2016-04-23,1303,1,14.72,14.72,10.3,4.42,Active
HOBBIES_1_086_CA_1,HOBBIES_1_086,HOBBIES,HOBBIES_1,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,8.28,8.62,6.03,2.59,Active
HOBBIES_1_086_CA_2,HOBBIES_1_086,HOBBIES,HOBBIES_1,CA_2,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,8.28,8.62,6.03,2.59,Active
HOBBIES_1_086_CA_3,HOBBIES_1_086,HOBBIES,HOBBIES_1,CA_3,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,8.28,8.62,6.03,2.59,Active
HOBBIES_1_086_CA_4,HOBBIES_1_086,HOBBIES,HOBBIES_1,CA_4,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,8.28,8.62,6.03,2.59,Active
HOBBIES_1_086_TX_1,HOBBIES_1_086,HOBBIES,HOBBIES_1,TX_1,TX,2011-01-29,2011-01-29,2016-04-21,1912,3,8.28,8.62,6.03,2.59,Active
HOBBIES_1_086_TX_2,HOBBIES_1_086,HOBBIES,HOBBIES_1,TX_2,TX,2011-01-29,2011-01-31,2016-04-23,1912,1,8.28,8.62,6.03,2.59,Active
HOBBIES_1_086_TX_3,HOBBIES_1_086,HOBBIES,HOBBIES_1,TX_3,TX,2011-01-29,2011-01-31,2016-04-24,1912,0,8.69,9.58,6.71,2.87,Active
HOBBIES_1_086_WI_1,HOBBIES_1_086,HOBBIES,HOBBIES_1,WI_1,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,8.28,8.62,6.03,2.59,Active
HOBBIES_1_086_WI_2,HOBBIES_1_086,HOBBIES,HOBBIES_1,WI_2,WI,2011-01-29,2011-02-03,2016-04-23,1912,1,8.75,9.74,6.82,2.92,Active
HOBBIES_1_086_WI_3,HOBBIES_1_086,HOBBIES,HOBBIES_1,WI_3,WI,2011-01-29,2011-02-01,2016-04-23,1912,1,8.28,8.62,6.03,2.59,Active
HOBBIES_1_087_CA_1,HOBBIES_1_087,HOBBIES,HOBBIES_1,CA_1,CA,2012-06-30,2012-07-04,2016-04-24,1394,0,12.83,12.88,9.02,3.86,Active
HOBBIES_1_087_CA_2,HOBBIES_1_087,HOBBIES,HOBBIES_1,CA_2,CA,2012-07-07,2012-07-11,2016-04-22,1387,2,12.84,12.88,9.02,3.86,Active
HOBBIES_1_087_CA_3,HOBBIES_1_087,HOBBIES,HOBBIES_1,CA_3,CA,2012-06-30,2012-07-02,2016-04-24,1394,0,12.83,12.88,9.02,3.86,Active
HOBBIES_1_087_CA_4,HOBBIES_1_087,HOBBIES,HOBBIES_1,CA_4,CA,2012-07-07,2012-07-12,2016-04-23,1387,1,12.84,12.88,9.02,3.86,Active
HOBBIES_1_087_TX_1,HOBBIES_1_087,HOBBIES,HOBBIES_1,TX_1,TX,2012-06-30,2012-07-02,2016-04-20,1394,4,11.93,11.93,8.35,3.58,Active
HOBBIES_1_087_TX_2,HOBBIES_1_087,HOBBIES,HOBBIES_1,TX_2,TX,2012-06-30,2012-07-02,2016-04-24,1394,0,11.93,11.93,8.35,3.58,Active
HOBBIES_1_087_TX_3,HOBBIES_1_087,HOBBIES,HOBBIES_1,TX_3,TX,2012-06-30,2012-07-01,2016-04-24,1394,0,12.2,12.44,8.71,3.73,Active
HOBBIES_1_087_WI_1,HOBBIES_1_087,HOBBIES,HOBBIES_1,WI_1,WI,2012-06-30,2012-07-03,2016-04-24,1394,0,12.82,12.88,9.02,3.86,Active
HOBBIES_1_087_WI_2,HOBBIES_1_087,HOBBIES,HOBBIES_1,WI_2,WI,2012-06-30,2012-07-04,2016-04-22,1394,2,12.82,12.88,9.02,3.86,Active
HOBBIES_1_087_WI_3,HOBBIES_1_087,HOBBIES,HOBBIES_1,WI_3,WI,2012-06-30,2012-06-30,2016-04-24,1394,0,12.82,12.88,9.02,3.86,Active
HOBBIES_1_088_CA_1,HOBBIES_1_088,HOBBIES,HOBBIES_1,CA_1,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_CA_2,HOBBIES_1_088,HOBBIES,HOBBIES_1,CA_2,CA,2011-01-29,2011-02-02,2016-04-23,1912,1,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_CA_3,HOBBIES_1_088,HOBBIES,HOBBIES_1,CA_3,CA,2011-01-29,2011-01-29,2016-04-21,1912,3,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_CA_4,HOBBIES_1_088,HOBBIES,HOBBIES_1,CA_4,CA,2011-01-29,2011-01-30,2016-04-21,1912,3,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_TX_1,HOBBIES_1_088,HOBBIES,HOBBIES_1,TX_1,TX,2011-02-19,2011-02-22,2016-04-15,1891,9,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_TX_2,HOBBIES_1_088,HOBBIES,HOBBIES_1,TX_2,TX,2011-01-29,2011-02-02,2016-04-23,1912,1,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_TX_3,HOBBIES_1_088,HOBBIES,HOBBIES_1,TX_3,TX,2011-01-29,2011-01-29,2016-04-22,1912,2,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_WI_1,HOBBIES_1_088,HOBBIES,HOBBIES_1,WI_1,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_WI_2,HOBBIES_1_088,HOBBIES,HOBBIES_1,WI_2,WI,2011-02-05,2011-02-10,2016-04-11,1905,13,2.57,2.57,1.8,0.77,Active
HOBBIES_1_088_WI_3,HOBBIES_1_088,HOBBIES,HOBBIES_1,WI_3,WI,2011-01-29,2011-01-29,2016-04-23,1912,1,2.57,2.57,1.8,0.77,Active
HOBBIES_1_089_CA_1,HOBBIES_1_089,HOBBIES,HOBBIES_1,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,8.01,8.38,5.87,2.51,Active
HOBBIES_1_089_CA_2,HOBBIES_1_089,HOBBIES,HOBBIES_1,CA_2,CA,2011-04-16,2011-04-18,2016-04-24,1835,0,8.02,8.38,5.87,2.51,Active
HOBBIES_1_089_CA_3,HOBBIES_1_089,HOBBIES,HOBBIES_1,CA_3,CA,2011-05-14,2011-05-15,2016-04-23,1807,1,8.02,8.38,5.87,2.51,Active
HOBBIES_1_089_CA_4,HOBBIES_1_089,HOBBIES,HOBBIES_1,CA_4,CA,2011-05-14,2011-05-15,2016-04-24,1807,0,8.02,8.38,5.87,2.51,Active
HOBBIES_1_089_TX_1,HOBBIES_1_089,HOBBIES,HOBBIES_1,TX_1,TX,2011-05-07,2011-05-11,2016-04-24,1814,0,7.97,8.38,5.87,2.51,Active
HOBBIES_1_089_TX_2,HOBBIES_1_089,HOBBIES,HOBBIES_1,TX_2,TX,2011-03-05,2011-03-09,2016-04-21,1877,3,8.01,8.38,5.87,2.51,Active
HOBBIES_1_089_TX_3,HOBBIES_1_089,HOBBIES,HOBBIES_1,TX_3,TX,2011-09-10,2011-09-11,2016-04-23,1688,1,8.12,8.44,5.91,2.53,Active
HOBBIES_1_089_WI_1,HOBBIES_1_089,HOBBIES,HOBBIES_1,WI_1,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,8.01,8.38,5.87,2.51,Active
HOBBIES_1_089_WI_2,HOBBIES_1_089,HOBBIES,HOBBIES_1,WI_2,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,8.21,8.82,6.17,2.65,Active
HOBBIES_1_089_WI_3,HOBBIES_1_089,HOBBIES,HOBBIES_1,WI_3,WI,2011-01-29,2011-02-01,2016-04-21,1912,3,8.01,8.38,5.87,2.51,Active
HOBBIES_1_090_CA_1,HOBBIES_1_090,HOBBIES,HOBBIES_1,CA_1,CA,2013-06-22,2013-06-24,2016-04-24,1037,0,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_CA_2,HOBBIES_1_090,HOBBIES,HOBBIES_1,CA_2,CA,2013-06-22,2013-06-24,2016-04-23,1037,1,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_CA_3,HOBBIES_1_090,HOBBIES,HOBBIES_1,CA_3,CA,2013-06-22,2013-06-24,2016-04-24,1037,0,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_CA_4,HOBBIES_1_090,HOBBIES,HOBBIES_1,CA_4,CA,2013-06-22,2013-06-24,2016-04-24,1037,0,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_TX_1,HOBBIES_1_090,HOBBIES,HOBBIES_1,TX_1,TX,2013-06-22,2013-06-25,2016-04-17,1037,7,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_TX_2,HOBBIES_1_090,HOBBIES,HOBBIES_1,TX_2,TX,2013-06-22,2013-06-24,2016-04-22,1037,2,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_TX_3,HOBBIES_1_090,HOBBIES,HOBBIES_1,TX_3,TX,2013-06-22,2013-06-24,2016-04-24,1037,0,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_WI_1,HOBBIES_1_090,HOBBIES,HOBBIES_1,WI_1,WI,2013-06-22,2013-06-24,2016-04-22,1037,2,1.01,1.08,0.76,0.32,Active
HOBBIES_1_090_WI_2,HOBBIES_1_090,HOBBIES,HOBBIES_1,WI_2,WI,2013-06-22,2013-06-24,2016-04-17,1037,7,1.02,1.08,0.76,0.32,Active
HOBBIES_1_090_WI_3,HOBBIES_1_090,HOBBIES,HOBBIES_1,WI_3,WI,2013-06-22,2013-06-27,2016-04-24,1037,0,1.02,1.08,0.76,0.32,Active
HOBBIES_1_091_CA_1,HOBBIES_1_091,HOBBIES,HOBBIES_1,CA_1,CA,2014-06-14,2014-06-19,2016-04-23,680,1,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_CA_2,HOBBIES_1_091,HOBBIES,HOBBIES_1,CA_2,CA,2014-03-15,2014-03-20,2016-04-24,771,0,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_CA_3,HOBBIES_1_091,HOBBIES,HOBBIES_1,CA_3,CA,2014-03-22,2014-03-27,2016-04-24,764,0,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_CA_4,HOBBIES_1_091,HOBBIES,HOBBIES_1,CA_4,CA,2014-03-15,2014-03-18,2016-04-24,771,0,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_TX_1,HOBBIES_1_091,HOBBIES,HOBBIES_1,TX_1,TX,2014-03-08,2014-03-13,2016-04-08,778,16,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_TX_2,HOBBIES_1_091,HOBBIES,HOBBIES_1,TX_2,TX,2014-03-08,2014-03-13,2016-04-16,778,8,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_TX_3,HOBBIES_1_091,HOBBIES,HOBBIES_1,TX_3,TX,2014-03-22,2014-03-27,2016-04-24,764,0,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_WI_1,HOBBIES_1_091,HOBBIES,HOBBIES_1,WI_1,WI,2014-03-22,2014-03-23,2016-04-22,764,2,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_WI_2,HOBBIES_1_091,HOBBIES,HOBBIES_1,WI_2,WI,2014-03-22,2014-03-26,2016-04-22,764,2,0.69,0.7,0.49,0.21,Active
HOBBIES_1_091_WI_3,HOBBIES_1_091,HOBBIES,HOBBIES_1,WI_3,WI,2014-04-12,2014-04-17,2016-04-22,743,2,0.69,0.7,0.49,0.21,Active
HOBBIES_1_092_CA_1,HOBBIES_1_092,HOBBIES,HOBBIES_1,CA_1,CA,2011-01-29,2011-01-29,2016-03-31,1912,24,2.34,2.38,1.67,0.71,Active
HOBBIES_1_092_CA_2,HOBBIES_1_092,HOBBIES,HOBBIES_1,CA_2,CA,2011-02-05,2011-02-06,2016-04-19,1905,5,2.34,2.38,1.67,0.71,Active
HOBBIES_1_092_CA_3,HOBBIES_1_092,HOBBIES,HOBBIES_1,CA_3,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,2.34,2.38,1.67,0.71,Active
HOBBIES_1_092_CA_4,HOBBIES_1_092,HOBBIES,HOBBIES_1,CA_4,CA,2011-07-09,2011-07-13,2016-04-24,1751,0,2.35,2.38,1.67,0.71,Active
HOBBIES_1_092_TX_1,HOBBIES_1_092,HOBBIES,HOBBIES_1,TX_1,TX,2011-01-29,2011-01-30,2016-04-21,1912,3,2.34,2.38,1.67,0.71,Active
HOBBIES_1_092_TX_2,HOBBIES_1_092,HOBBIES,HOBBIES_1,TX_2,TX,2011-01-29,2011-01-29,2016-04-13,1912,11,2.34,2.38,1.67,0.71,Active
HOBBIES_1_092_TX_3,HOBBIES_1_092,HOBBIES,HOBBIES_1,TX_3,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.3,2.38,1.67,0.71,Active
HOBBIES_1_092_WI_1,HOBBIES_1_092,HOBBIES,HOBBIES_1,WI_1,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,2.34,2.38,1.67,0.71,Active
HOBBIES_1_092_WI_2,HOBBIES_1_092,HOBBIES,HOBBIES_1,WI_2,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,2.34,2.38,1.67,0.71,Active
HOBBIES_1_092_WI_3,HOBBIES_1_092,HOBBIES,HOBBIES_1,WI_3,WI,2011-01-29,2011-01-31,2016-04-23,1912,1,2.34,2.38,1.67,0.71,Active
HOBBIES_1_093_CA_1,HOBBIES_1_093,HOBBIES,HOBBIES_1,CA_1,CA,2012-06-30,2012-06-30,2016-04-24,1394,0,20.25,20.38,14.27,6.11,Active
HOBBIES_1_093_CA_2,HOBBIES_1_093,HOBBIES,HOBBIES_1,CA_2,CA,2012-06-30,2012-07-01,2016-04-23,1394,1,20.24,20.38,14.27,6.11,Active
HOBBIES_1_093_CA_3,HOBBIES_1_093,HOBBIES,HOBBIES_1,CA_3,CA,2012-06-30,2012-07-02,2016-04-21,1394,3,20.25,20.38,14.27,6.11,Active
HOBBIES_1_093_CA_4,HOBBIES_1_093,HOBBIES,HOBBIES_1,CA_4,CA,2012-06-30,2012-07-03,2016-04-16,1394,8,20.25,20.38,14.27,6.11,Active
HOBBIES_1_093_TX_1,HOBBIES_1_093,HOBBIES,HOBBIES_1,TX_1,TX,2012-06-30,2012-07-06,2016-04-20,1394,4,18.46,18.46,12.92,5.54,Active
HOBBIES_1_093_TX_2,HOBBIES_1_093,HOBBIES,HOBBIES_1,TX_2,TX,2012-06-23,2012-06-29,2016-04-16,1401,8,18.46,18.46,12.92,5.54,Active
HOBBIES_1_093_TX_3,HOBBIES_1_093,HOBBIES,HOBBIES_1,TX_3,TX,2012-08-04,2012-08-07,2016-04-24,1359,0,19.4,20.38,14.27,6.11,Active
HOBBIES_1_093_WI_1,HOBBIES_1_093,HOBBIES,HOBBIES_1,WI_1,WI,2012-06-23,2012-06-29,2016-04-23,1401,1,20.15,20.38,14.27,6.11,Active
HOBBIES_1_093_WI_2,HOBBIES_1_093,HOBBIES,HOBBIES_1,WI_2,WI,2012-08-04,2012-08-04,2016-04-18,1359,6,20.15,20.38,14.27,6.11,Active
HOBBIES_1_093_WI_3,HOBBIES_1_093,HOBBIES,HOBBIES_1,WI_3,WI,2012-06-30,2012-07-05,2016-04-21,1394,3,20.13,20.38,14.27,6.11,Active
HOBBIES_1_094_CA_1,HOBBIES_1_094,HOBBIES,HOBBIES_1,CA_1,CA,2011-04-09,2011-04-12,2016-04-23,1842,1,12.96,12.97,9.08,3.89,Active
HOBBIES_1_094_CA_2,HOBBIES_1_094,HOBBIES,HOBBIES_1,CA_2,CA,2011-04-16,2011-04-19,2016-04-22,1835,2,12.97,12.97,9.08,3.89,Active
HOBBIES_1_094_CA_3,HOBBIES_1_094,HOBBIES,HOBBIES_1,CA_3,CA,2011-04-09,2011-04-12,2016-04-23,1842,1,12.97,12.97,9.08,3.89,Active
HOBBIES_1_094_CA_4,HOBBIES_1_094,HOBBIES,HOBBIES_1,CA_4,CA,2011-04-23,2011-04-29,2016-03-09,1828,46,12.94,12.97,9.08,3.89,Slow Moving
HOBBIES_1_094_TX_1,HOBBIES_1_094,HOBBIES,HOBBIES_1,TX_1,TX,2011-04-30,2011-05-01,2016-04-24,1821,0,12.94,12.97,9.08,3.89,Active
HOBBIES_1_094_TX_2,HOBBIES_1_094,HOBBIES,HOBBIES_1,TX_2,TX,2011-04-09,2011-04-11,2016-04-21,1842,3,12.97,12.97,9.08,3.89,Active
HOBBIES_1_094_TX_3,HOBBIES_1_094,HOBBIES,HOBBIES_1,TX_3,TX,2011-04-16,2011-04-16,2016-04-23,1835,1,12.97,12.97,9.08,3.89,Active
HOBBIES_1_094_WI_1,HOBBIES_1_094,HOBBIES,HOBBIES_1,WI_1,WI,2011-04-09,2011-04-14,2016-04-23,1842,1,12.97,12.97,9.08,3.89,Active
HOBBIES_1_094_WI_2,HOBBIES_1_094,HOBBIES,HOBBIES_1,WI_2,WI,2011-04-16,2011-04-16,2016-04-08,1835,16,12.97,12.97,9.08,3.89,Active
HOBBIES_1_094_WI_3,HOBBIES_1_094,HOBBIES,HOBBIES_1,WI_3,WI,2011-06-11,2011-06-16,2016-04-20,1779,4,12.97,12.97,9.08,3.89,Active
HOBBIES_1_095_CA_1,HOBBIES_1_095,HOBBIES,HOBBIES_1,CA_1,CA,2012-02-18,2012-02-19,2015-11-17,1527,159,7.68,7.68,5.38,2.3,Inactive
HOBBIES_1_095_CA_2,HOBBIES_1_095,HOBBIES,HOBBIES_1,CA_2,CA,2012-02-11,2012-02-17,2016-04-22,1534,2,7.68,7.68,5.38,2.3,Active
HOBBIES_1_095_CA_3,HOBBIES_1_095,HOBBIES,HOBBIES_1,CA_3,CA,2012-02-18,2012-02-22,2016-04-10,1527,14,7.68,7.68,5.38,2.3,Active
HOBBIES_1_095_CA_4,HOBBIES_1_095,HOBBIES,HOBBIES_1,CA_4,CA,2012-02-25,2012-02-28,2016-04-04,1520,20,7.68,7.68,5.38,2.3,Active
HOBBIES_1_095_TX_1,HOBBIES_1_095,HOBBIES,HOBBIES_1,TX_1,TX,2012-02-18,2012-02-18,2016-04-20,1527,4,7.67,7.68,5.38,2.3,Active
HOBBIES_1_095_TX_2,HOBBIES_1_095,HOBBIES,HOBBIES_1,TX_2,TX,2012-02-18,2012-02-18,2016-04-23,1527,1,7.65,7.68,5.38,2.3,Active
HOBBIES_1_095_TX_3,HOBBIES_1_095,HOBBIES,HOBBIES_1,TX_3,TX,2012-02-11,2012-02-15,2016-04-24,1534,0,7.68,7.68,5.38,2.3,Active
HOBBIES_1_095_WI_1,HOBBIES_1_095,HOBBIES,HOBBIES_1,WI_1,WI,2012-02-11,2012-02-17,2016-04-17,1534,7,7.68,7.68,5.38,2.3,Active
HOBBIES_1_095_WI_2,HOBBIES_1_095,HOBBIES,HOBBIES_1,WI_2,WI,2012-03-10,2012-03-12,2016-04-20,1506,4,7.68,7.68,5.38,2.3,Active
HOBBIES_1_095_WI_3,HOBBIES_1_095,HOBBIES,HOBBIES_1,WI_3,WI,2012-02-25,2012-03-02,2016-04-19,1520,5,7.68,7.68,5.38,2.3,Active
HOBBIES_1_097_CA_1,HOBBIES_1_097,HOBBIES,HOBBIES_1,CA_1,CA,2011-01-29,2011-01-30,2016-04-22,1912,2,4.17,4.3,3.01,1.29,Active
HOBBIES_1_097_CA_2,HOBBIES_1_097,HOBBIES,HOBBIES_1,CA_2,CA,2011-02-05,2011-02-05,2016-04-18,1905,6,4.17,4.3,3.01,1.29,Active
HOBBIES_1_097_CA_3,HOBBIES_1_097,HOBBIES,HOBBIES_1,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,4.15,4.3,3.01,1.29,Active
HOBBIES_1_097_CA_4,HOBBIES_1_097,HOBBIES,HOBBIES_1,CA_4,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,4.17,4.3,3.01,1.29,Active
HOBBIES_1_097_TX_1,HOBBIES_1_097,HOBBIES,HOBBIES_1,TX_1,TX,2011-01-29,2011-02-01,2016-04-11,1912,13,4.17,4.3,3.01,1.29,Active
HOBBIES_1_097_TX_2,HOBBIES_1_097,HOBBIES,HOBBIES_1,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,4.17,4.3,3.01,1.29,Active
HOBBIES_1_097_TX_3,HOBBIES_1_097,HOBBIES,HOBBIES_1,TX_3,TX,2011-05-14,2011-05-19,2016-04-22,1807,2,4.19,4.48,3.14,1.34,Active
HOBBIES_1_097_WI_1,HOBBIES_1_097,HOBBIES,HOBBIES_1,WI_1,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,4.17,4.3,3.01,1.29,Active
HOBBIES_1_097_WI_2,HOBBIES_1_097,HOBBIES,HOBBIES_1,WI_2,WI,2011-01-29,2011-01-31,2016-04-24,1912,0,4.2,4.52,3.16,1.36,Active
HOBBIES_1_097_WI_3,HOBBIES_1_097,HOBBIES,HOBBIES_1,WI_3,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,4.15,4.24,2.97,1.27,Active
HOBBIES_1_098_CA_1,HOBBIES_1_098,HOBBIES,HOBBIES_1,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,14.91,15.68,10.98,4.7,Active
HOBBIES_1_098_CA_2,HOBBIES_1_098,HOBBIES,HOBBIES_1,CA_2,CA,2011-01-29,2011-01-29,2016-04-22,1912,2,14.9,15.68,10.98,4.7,Active
HOBBIES_1_098_CA_3,HOBBIES_1_098,HOBBIES,HOBBIES_1,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,14.46,15.68,10.98,4.7,Active
HOBBIES_1_098_CA_4,HOBBIES_1_098,HOBBIES,HOBBIES_1,CA_4,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,14.9,15.68,10.98,4.7,Active
HOBBIES_1_098_TX_1,HOBBIES_1_098,HOBBIES,HOBBIES_1,TX_1,TX,2011-01-29,2011-01-30,2016-04-24,1912,0,14.45,15.22,10.65,4.57,Active
HOBBIES_1_098_TX_2,HOBBIES_1_098,HOBBIES,HOBBIES_1,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,14.45,15.22,10.65,4.57,Active
HOBBIES_1_098_TX_3,HOBBIES_1_098,HOBBIES,HOBBIES_1,TX_3,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,14.94,15.68,10.98,4.7,Active
HOBBIES_1_098_WI_1,HOBBIES_1_098,HOBBIES,HOBBIES_1,WI_1,WI,2011-01-29,2011-01-29,2016-04-03,1912,21,14.9,15.68,10.98,4.7,Active
HOBBIES_1_098_WI_2,HOBBIES_1_098,HOBBIES,HOBBIES_1,WI_2,WI,2011-01-29,2011-01-29,2016-04-22,1912,2,14.95,15.68,10.98,4.7,Active
HOBBIES_1_098_WI_3,HOBBIES_1_098,HOBBIES,HOBBIES_1,WI_3,WI,2011-01-29,2011-01-30,2016-04-24,1912,0,14.9,15.68,10.98,4.7,Active
HOBBIES_1_099_CA_1,HOBBIES_1_099,HOBBIES,HOBBIES_1,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,14.9,15.68,10.98,4.7,Active
HOBBIES_1_099_CA_2,HOBBIES_1_099,HOBBIES,HOBBIES_1,CA_2,CA,2011-01-29,2011-01-30,2016-04-24,1912,0,14.9,15.68,10.98,4.7,Active
HOBBIES_1_099_CA_3,HOBBIES_1_099,HOBBIES,HOBBIES_1,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,14.49,15.68,10.98,4.7,Active
HOBBIES_1_099_CA_4,HOBBIES_1_099,HOBBIES,HOBBIES_1,CA_4,CA,2011-01-29,2011-01-30,2016-04-23,1912,1,14.9,15.68,10.98,4.7,Active
HOBBIES_1_099_TX_1,HOBBIES_1_099,HOBBIES,HOBBIES_1,TX_1,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,14.45,15.22,10.65,4.57,Active
HOBBIES_1_099_TX_2,HOBBIES_1_099,HOBBIES,HOBBIES_1,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,14.45,15.22,10.65,4.57,Active
